source,scraped_at,url,sku,title,ad_id,row_key,advertiser_name,region,first_shown_at,last_shown_at,days_shown,creative_type,video_count,image_count,video_urls,cover_urls,image_urls,audit_status,sor_audit_status,show_mode,ad_type,rejection_info,estimated_audience,page,position
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877067575828514&region=DE,1877067575828514,Faisal bin Abdullah,1877067575828514,DE:1877067575828514,Faisal bin Abdullah,DE,2026-09-22T21:33:56+00:00,2026-09-22T21:33:56+00:00,0,video,1,,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vZTkzM2NjNDczOTExZTJlMGQ1Mzk4NDM5YWJmZmRiYzEvNmFiMzU1MjAvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy1wdmUtMDAzN2MwMDEvb1lEM1BGbEVFSU5RZ2lzQ29sZlhFRU5BUkViUnFEVWRCZ2VKQkMv/cc46e9c1-143c-4923-a305-59e78a2ff39c?a=475769&bt=623&btag=e000b8000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=ZDU6NjgzaDVpaWVmOTszZEBpMzp0ZXU5cm07ZDMzODczNEAxYWAwMmAvXi8xLTRiL2NjYSNlL2FtMmRjX21hLS1kMTFzcw%3D%3D&signature=iZjfGs3OUu3XWC0rehDFuXq4KJh46HGyw0a4%2FqvEA5s%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/oYhIw9WIyuvhAc1itiUmCXilyB7jf4AHICALmq~tplv-noop.image?dr=18692&refresh_token=99a7f7cf&x-expires=1790137632&x-signature=4vjGvH%2BbqAId%2BrFm1g%2BhuyBdOZo%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=0c75dd76&idc=sg1&VideoID=v14044g50000dap8bjfog65rpbdq27h0,,1,1,1,2,,0-1K,1,1
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877067300684802&region=DE,1877067300684802,لاتفوتكم فعالياتهم😍 @الهرم #الهرم #القصيم #بريده ad,1877067300684802,DE:1877067300684802,n.b.alqassim,DE,2026-09-22T21:07:26+00:00,2026-09-22T21:07:26+00:00,0,video,1,,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vMDA0NmE5ZTVmNTM5MDU0ZjI1YTA0MWMzMjk1NTFhOGEvNmFiMzU1NmIvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy1wdmUtMDAzN2MwMDEvbzRTSWdFamdSaDVRcUEwZmxSY3NGdW02a0J3REVCRlhjZFFCZVIv/ab25715f-f063-4472-aaf0-662aea0a4555?a=475769&bt=740&btag=e00090000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=PDhkMzQ7OGdlODk6MzpnZEBpMzNsZms5cm9oZDMzODczNEA1LzA1MDJiNjMxXjEyMDNeYSNrZWdrMmRzZG1hLS1kMWBzcw%3D%3D&signature=3ZczfWF9bhM4phE2xPRxeWqVEUjwnRT%2BO1yRddX%2BTfw%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/ooiQOrz1WAqoAgrEixyXiI6AuQyfICc4CuuwIB~tplv-noop.image?dr=18692&refresh_token=d86c8be3&x-expires=1790137707&x-signature=Lx0re%2F0Nm4wX7Z3P3a3oMHOV0aA%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=0c75dd76&idc=sg1&VideoID=v1c044g50000dapeglvog65hncjih0n0,,1,1,1,2,,0-1K,1,2
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877066373930178&region=DE,1877066373930178,back in stock & buy more save more today only!!!!,1877066373930178,DE:1877066373930178,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:03:03+00:00,2026-09-22T22:03:03+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vNTdmNTQ4YTk0NDUwNjFmZThkOTA0YzI2ODc1ZDhhZjUvNmFiMzU1MmQvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vODZEZ0VYRGdCREJqa2VGZlBxTkJRQThJOXlSVHNFcXVudzJ6VS8=/15554bea-397f-430f-8817-b677c3686d89?a=475769&bt=671&btag=e00088000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=OmZlOzw3ZjZkNTU1NzNkOEBpajQ6ZHg5cjxoZDMzODYzNEBgYi0tYDAvX14xNC5fMjYxYSNfcDNjMmRzZm1hLS1kMDFzcw%3D%3D&signature=rBUiptp8xrKTv%2BR6QkUJ3X5aqP14NLXLKrXCDEIsfNs%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c7bd6ba2a901cc4e288ed0~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=6b89b20f&x-expires=1790136000&x-signature=G5%2FM0YbiTbKQhNJFjIx6f1ykfMU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c7bd6ba2a901cc4e288ed0~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=6b89b20f&x-expires=1790136000&x-signature=G5%2FM0YbiTbKQhNJFjIx6f1ykfMU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,3
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877065095577634&region=DE,1877065095577634,back in stock & buy more save more today only!!!!,1877065095577634,DE:1877065095577634,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:04:41+00:00,2026-09-22T22:04:41+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vNzczNWQ4MWVjMDQ3Y2VlYmM2YzJhMDdiZWQ1ZTNkMGUvNmFiMzU1M2MvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vNE9CamtxUmcwTkNFbjlERnVBZGZRSURsZ0JVc0Q4QmtzZnRuOC8=/461a055f-1f94-4042-8677-0a04d044d4b1?a=475769&bt=1063&btag=e00088000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=ODs7aWRkOjY3PDY4Zmc7PEBpMzQ6ZHg5cjxoZDMzODYzNEBiYDY0X2IvNWExYjQtYjBgYSM2cDNjMmRzZm1hLS1kMDFzcw%3D%3D&signature=lc47nU4oG%2Br%2Fc9rrdxOPpyUdw8my5wDMqTKb3777vB0%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c703bb8b70148c42398f13~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=376a0dbd&x-expires=1790136000&x-signature=WZOxPro1HtEQmtV7Y3i49ADZjLY%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c703bb8b70148c42398f13~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=376a0dbd&x-expires=1790136000&x-signature=WZOxPro1HtEQmtV7Y3i49ADZjLY%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,4
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877066373974626&region=DE,1877066373974626,back in stock & buy more save more today only!!!!,1877066373974626,DE:1877066373974626,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:03:03+00:00,2026-09-22T22:03:03+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vMGM0MjQ0MTdhNWZlMTFjOGEyM2M4MTRmZDg5NGNiMTAvNmFiMzU1MzIvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vbzFXT3pKNkVJWDhBN0xCSVREeTBBQUdRbWlUenFmSlh3UEJTaS8=/a57aec25-554b-4072-a401-6b8477d6cc18?a=475769&bt=575&btag=e00088000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=ZjM4ZGlmZTM5ZTVnOjU4Z0BpMzx5bG05cjxoZDMzODYzNEBeMmEtLS4zNWAxMi0xNV5iYSNyajYyMmRzZm1hLS1kMDFzcw%3D%3D&signature=D3O9rhcZwzInyPSQuRL8befosd91LP5J1B5YugQj56I%3D&vvpl=1,https://p19-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c74acc4b845dd24242ae5c~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=d9bb35e0&x-expires=1790136000&x-signature=Ox3%2FSyjGI1WH%2F%2Fx8LnXg4AdPUXU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p19-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c74acc4b845dd24242ae5c~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=d9bb35e0&x-expires=1790136000&x-signature=Ox3%2FSyjGI1WH%2F%2Fx8LnXg4AdPUXU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,5
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877065237184514&region=DE,1877065237184514,back in stock & buy more save more today only!!!!,1877065237184514,DE:1877065237184514,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:04:41+00:00,2026-09-22T22:04:41+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vZWFkNmE3YTA4ZDYzZTU1Y2ExNzkxNTZlZDQxZThjMjMvNmFiMzU1MmQvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vODJESlRHdkxEQlBaNnlFUGJwN0FDdEdQZmVJRW9RZUFWZFNpSS8=/a292d68d-1061-469b-bb11-1bceed61a2c2?a=475769&bt=671&btag=e00088000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=OWY5ZTo0aDw0OWczOjc6aEBpajR0dHk5cjxoZDMzODYzNEAxNjIuNmBhNl4xLTFiYy02YSNxbl9nMmRzZm1hLS1kMDFzcw%3D%3D&signature=fj%2B18tCOQS1TBXfFPZyL8vzJ8TtkGBm2a0CM0xOCjyY%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c7bd6ba2a901cc4e288ed0~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=6b89b20f&x-expires=1790136000&x-signature=G5%2FM0YbiTbKQhNJFjIx6f1ykfMU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c7bd6ba2a901cc4e288ed0~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=6b89b20f&x-expires=1790136000&x-signature=G5%2FM0YbiTbKQhNJFjIx6f1ykfMU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,6
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877066373949442&region=DE,1877066373949442,back in stock & buy more save more today only!!!!,1877066373949442,DE:1877066373949442,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:03:03+00:00,2026-09-22T22:03:03+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vMDdkNzEyNmUyNzFmYTQ2OTBiMTZiYTgwOGRlZWZjYjEvNmFiMzU1MWQvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vOEVHVlpRZldlUGRHQ0ZQWXNKRGF0REFJR29UeUNDSVNBZUxiNi8=/7f5fa046-b705-4ad0-a1db-6a011e3843bb?a=475769&bt=717&btag=e000b8000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=OjxoZTtkNmc4aDw4O2c2NEBpajV0dHk5cjxoZDMzODYzNEBhNTFeYC41XmIxMDRfL2IvYSMvbl9nMmRzZm1hLS1kMDFzcw%3D%3D&signature=hxNvGTPXeQJXjR94E%2B6OG8rJX5j8XzSKF6HTEuNZVP4%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c738e736e262e148e7adb3~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=d5fbfe0c&x-expires=1790136000&x-signature=jDN%2B5AQ2oozMWF%2BgZmC17IOPemI%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c738e736e262e148e7adb3~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=d5fbfe0c&x-expires=1790136000&x-signature=jDN%2B5AQ2oozMWF%2BgZmC17IOPemI%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,7
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877065664636418&region=DE,1877065664636418,back in stock & buy more save more today only!!!!,1877065664636418,DE:1877065664636418,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:04:41+00:00,2026-09-22T22:04:41+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vM2NlNzI4MzU4MzhkNmYzODY5MTVjZGM1ZjQ2MmI0MDcvNmFiMzU1MWQvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vMG1BU2lBdFF4VGZDMFdEVDF1akFGcXk3RElCRUN1dEJYNmRpdy8=/d5910240-e145-416a-a83e-0943416eaee2?a=475769&bt=717&btag=e000b8000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=ZmY8ZDQ2aDk3NDU1Njk1ZEBpandwdm45cjxoZDMzODYzNEA1XjNjYjAzNV4xLl42Ni41YSMvcGEuMmRzZm1hLS1kMDFzcw%3D%3D&signature=swUHkXR4IkSyhTrLpU%2Bbc%2FWUUDDvo8%2Bvw%2BhgmBRayP0%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c738e736e262e148e7adb3~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=d5fbfe0c&x-expires=1790136000&x-signature=jDN%2B5AQ2oozMWF%2BgZmC17IOPemI%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c738e736e262e148e7adb3~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=d5fbfe0c&x-expires=1790136000&x-signature=jDN%2B5AQ2oozMWF%2BgZmC17IOPemI%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,8
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877065664643298&region=DE,1877065664643298,back in stock & buy more save more today only!!!!,1877065664643298,DE:1877065664643298,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:04:41+00:00,2026-09-22T22:04:41+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vYjQ3ZTJkODgxMGNhOTNhMWVkZGY2NTdkZjY0ZmM2YWIvNmFiMzU1MjkvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vUWVrUVVFRGFNZkI4bXhnNnF1eURqOElURkZoaE5Bc29uQkVoZy8=/977caa26-9c0b-4ce6-b5a0-527e84c8402d?a=475769&bt=623&btag=e00088000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=OmU6Mzg3ZWc0ZTdkZjVpOUBpM2trN205cjxoZDMzODYzNEBjMV8xNGJeNmMxMWE2LzNeYSNzcDMwMmRzZm1hLS1kMDFzcw%3D%3D&signature=dn1vv8P%2BKSUr7I39th7%2F1CweTb%2B6paUr7%2B8YsufU2cU%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c7b113040c58e140a78e29~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=00a588dd&x-expires=1790136000&x-signature=X5QOJkpZF6PaTs9FVpdG%2FloyXtM%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c7b113040c58e140a78e29~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=00a588dd&x-expires=1790136000&x-signature=X5QOJkpZF6PaTs9FVpdG%2FloyXtM%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,9
library.tiktok.com,2026-09-22T22:26:45Z,https://library.tiktok.com/ads/detail/?ad_id=1877066373896802&region=DE,1877066373896802,back in stock & buy more save more today only!!!!,1877066373896802,DE:1877066373896802,安徽金尚机械制造股份有限公司,DE,2026-09-22T22:03:03+00:00,2026-09-22T22:03:03+00:00,0,video+image,1,1,https://library.tiktok.com/api/v1/cdn/1790116006/video/aHR0cHM6Ly92MTZtLnRpa3Rva2Nkbi5jb20vZTg4ZDhjM2EwZjQ3NGEwMjg4YTdlODdmYjViZmQzN2MvNmFiMzU1M2MvdmlkZW8vdG9zL2FsaXNnL3Rvcy1hbGlzZy12ZS0wMDUxYzAwMS1zZy9vTU5HNUJueUFpWkVmUVRxTHVVRkVrTHNJQnlmeUU2eVhnRDZEei8=/1816e24a-5c7c-488b-b793-e208c1341e36?a=475769&bt=655&btag=e00088000&bti=PDU2NmYwMy86&ft=.NpOcInz7ThtW3hGXq8Zmo&l=20260923062645E40B2AE4A6B6CF14067E&mime_type=video_mp4&rc=OjM7ZWY7ZGU5ZGU8OzY0aUBpank3eGs5cjxoZDMzODYzNEBjMTYuLTE0XmMxNmEuNi9fYSMyX19gMmRzZm1hLS1kMDFzcw%3D%3D&signature=bJh7Gcwmo016k5zXnRwbSAXNLP2LdxQoCQ3llpg1C7E%3D&vvpl=1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c725920c5dd02448dea7e8~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=00bb67fd&x-expires=1790136000&x-signature=yLCYaJU4hmICngdRBK%2F972f2mOU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,https://p16-common-sign.tiktokcdn.com/ad-site-i18n-sg/20260922c7c725920c5dd02448dea7e8~tplv-tiktokx-origin.jpeg?dr=14582&refresh_token=00bb67fd&x-expires=1790136000&x-signature=yLCYaJU4hmICngdRBK%2F972f2mOU%3D&t=4d5b0474&ps=13740610&shp=0c75dd76&shcp=9b759fb9&idc=sg1,1,1,1,2,,0-1K,1,10
